Time;Pot. biomass;Act. biomass;Pot. growth;Act. growth
08 Aug 1999;0.0;0.0;0.0;0.0
09 Aug 1999;0.0;0.0;0.0;0.0
10 Aug 1999;0.0;0.0;0.0;0.0
11 Aug 1999;0.0;0.0;0.0;0.0
12 Aug 1999;0.0;0.0;0.0;0.0
13 Aug 1999;0.0;0.0;0.0;0.0
14 Aug 1999;0.0;0.0;0.0;0.0
15 Aug 1999;0.0;0.0;0.0;0.0
16 Aug 1999;0.0;0.0;0.0;0.0
17 Aug 1999;0.0;0.0;0.0;0.0
18 Aug 1999;0.0;0.0;0.0;0.0
19 Aug 1999;0.0;0.0;0.0;0.0
20 Aug 1999;0.0;0.0;0.0;0.0
21 Aug 1999;0.0;0.0;0.0;0.0
22 Aug 1999;0.0;0.0;0.0;0.0
23 Aug 1999;0.0;0.0;0.0;0.0
24 Aug 1999;0.0;0.0;0.0;0.0
25 Aug 1999;0.0;0.0;0.0;0.0
26 Aug 1999;0.0;0.0;0.0;0.0
27 Aug 1999;0.0;0.0;0.0;0.0
28 Aug 1999;0.0;0.0;0.0;0.0
29 Aug 1999;0.0;0.0;0.0;0.0
30 Aug 1999;0.0;0.0;0.0;0.0
31 Aug 1999;0.0;0.0;0.0;0.0
01 Sep 1999;0.0;0.0;0.0;0.0
02 Sep 1999;0.0;0.0;0.0;0.0
03 Sep 1999;0.0;0.0;0.0;0.0
04 Sep 1999;0.0;0.0;0.0;0.0
05 Sep 1999;0.0;0.0;0.0;0.0
06 Sep 1999;0.0;0.0;0.0;0.0
07 Sep 1999;0.0;0.0;0.0;0.0
08 Sep 1999;0.0;0.0;0.0;0.0
09 Sep 1999;0.0;0.0;0.0;0.0
10 Sep 1999;0.0;0.0;0.0;0.0
11 Sep 1999;0.0;0.0;0.0;0.0
12 Sep 1999;0.0;0.0;0.0;0.0
13 Sep 1999;0.0;0.0;0.0;0.0
14 Sep 1999;0.0;0.0;0.0;0.0
15 Sep 1999;0.0;0.0;0.0;0.0
16 Sep 1999;0.0;0.0;0.0;0.0
17 Sep 1999;0.0;0.0;0.0;0.0
18 Sep 1999;0.0;0.0;0.0;0.0
19 Sep 1999;0.0;0.0;0.0;0.0
20 Sep 1999;0.0;0.0;0.0;0.0
21 Sep 1999;0.0;0.0;0.0;0.0
22 Sep 1999;0.0;0.0;0.0;0.0
23 Sep 1999;0.0;0.0;0.0;0.0
24 Sep 1999;0.0;0.0;0.0;0.0
25 Sep 1999;0.0;0.0;0.0;0.0
26 Sep 1999;0.0;0.0;0.0;0.0
27 Sep 1999;0.0;0.0;0.0;0.0
28 Sep 1999;0.0;0.0;0.0;0.0
29 Sep 1999;0.0;0.0;0.0;0.0
30 Sep 1999;0.0;0.0;0.0;0.0
01 Oct 1999;0.0;0.0;0.0;0.0
02 Oct 1999;0.0;0.0;0.0;0.0
03 Oct 1999;0.0;0.0;0.0;0.0
04 Oct 1999;0.0;0.0;0.0;0.0
05 Oct 1999;0.0;0.0;0.0;0.0
06 Oct 1999;0.0;0.0;0.0;0.0
07 Oct 1999;0.0;0.0;0.0;0.0
08 Oct 1999;0.0;0.0;0.0;0.0
09 Oct 1999;0.0;0.0;0.0;0.0
10 Oct 1999;0.0;0.0;0.0;0.0
11 Oct 1999;0.0;0.0;0.0;0.0
12 Oct 1999;0.0;0.0;0.0;0.0
13 Oct 1999;0.0;0.0;0.0;0.0
14 Oct 1999;0.0;0.0;0.0;0.0
15 Oct 1999;0.0;0.0;0.0;0.0
16 Oct 1999;0.0;0.0;0.0;0.0
17 Oct 1999;0.0;0.0;0.0;0.0
18 Oct 1999;0.0;0.0;0.0;0.0
19 Oct 1999;0.0;0.0;0.0;0.0
20 Oct 1999;0.0;0.0;0.0;0.0
21 Oct 1999;0.0;0.0;0.0;0.0
22 Oct 1999;0.0;0.0;0.0;0.0
23 Oct 1999;0.0;0.0;0.0;0.0
24 Oct 1999;0.0;0.0;0.0;0.0
25 Oct 1999;0.0;0.0;0.0;0.0
26 Oct 1999;0.0;0.0;0.0;0.0
27 Oct 1999;0.0;0.0;0.0;0.0
28 Oct 1999;0.0;0.0;0.0;0.0
29 Oct 1999;0.0;0.0;0.0;0.0
30 Oct 1999;0.0;0.0;0.0;0.0
31 Oct 1999;0.0;0.0;0.0;0.0
01 Nov 1999;0.0;0.0;0.0;0.0
02 Nov 1999;0.0;0.0;0.0;0.0
03 Nov 1999;0.0;0.0;0.0;0.0
04 Nov 1999;0.0;0.0;0.0;0.0
05 Nov 1999;0.0;0.0;0.0;0.0
06 Nov 1999;0.0;0.0;0.0;0.0
07 Nov 1999;0.0;0.0;0.0;0.0
08 Nov 1999;0.0;0.0;0.0;0.0
09 Nov 1999;0.0;0.0;0.0;0.0
10 Nov 1999;0.0;0.0;0.0;0.0
11 Nov 1999;0.0;0.0;0.0;0.0
12 Nov 1999;0.0;0.0;0.0;0.0
13 Nov 1999;0.0;0.0;0.0;0.0
14 Nov 1999;0.0;0.0;0.0;0.0
15 Nov 1999;0.0;0.0;0.0;0.0
16 Nov 1999;0.0;0.0;0.0;0.0
17 Nov 1999;0.0;0.0;0.0;0.0
18 Nov 1999;0.0;0.0;0.0;0.0
19 Nov 1999;0.0;0.0;0.0;0.0
20 Nov 1999;0.0;0.0;0.0;0.0
21 Nov 1999;0.0;0.0;0.0;0.0
22 Nov 1999;0.0;0.0;0.0;0.0
23 Nov 1999;0.0;0.0;0.0;0.0
24 Nov 1999;0.0;0.0;0.0;0.0
25 Nov 1999;0.0;0.0;0.0;0.0
26 Nov 1999;0.0;0.0;0.0;0.0
27 Nov 1999;0.0;0.0;0.0;0.0
28 Nov 1999;0.0;0.0;0.0;0.0
29 Nov 1999;0.0;0.0;0.0;0.0
30 Nov 1999;0.0;0.0;0.0;0.0
01 Dec 1999;0.0;0.0;0.0;0.0
02 Dec 1999;0.0;0.0;0.0;0.0
03 Dec 1999;0.0;0.0;0.0;0.0
04 Dec 1999;0.0;0.0;0.0;0.0
05 Dec 1999;0.0;0.0;0.0;0.0
06 Dec 1999;0.0;0.0;0.0;0.0
07 Dec 1999;0.0;0.0;0.0;0.0
08 Dec 1999;0.0;0.0;0.0;0.0
09 Dec 1999;0.0;0.0;0.0;0.0
10 Dec 1999;0.0;0.0;0.0;0.0
11 Dec 1999;0.0;0.0;0.0;0.0
12 Dec 1999;0.0;0.0;0.0;0.0
13 Dec 1999;0.0;0.0;0.0;0.0
14 Dec 1999;0.0;0.0;0.0;0.0
15 Dec 1999;0.0;0.0;0.0;0.0
16 Dec 1999;0.0;0.0;0.0;0.0
17 Dec 1999;0.0;0.0;0.0;0.0
18 Dec 1999;0.0;0.0;0.0;0.0
19 Dec 1999;0.0;0.0;0.0;0.0
20 Dec 1999;0.0;0.0;0.0;0.0
21 Dec 1999;0.0;0.0;0.0;0.0
22 Dec 1999;0.0;0.0;0.0;0.0
23 Dec 1999;0.0;0.0;0.0;0.0
24 Dec 1999;0.0;0.0;0.0;0.0
25 Dec 1999;0.0;0.0;0.0;0.0
26 Dec 1999;0.0;0.0;0.0;0.0
27 Dec 1999;0.0;0.0;0.0;0.0
28 Dec 1999;0.0;0.0;0.0;0.0
29 Dec 1999;0.0;0.0;0.0;0.0
30 Dec 1999;0.0;0.0;0.0;0.0
